IMG_5876|Category | Subcategory | Part Number/ID |
IMG_5876|Ball Bearings | Metal | 01-001-000 |
IMG_5876|Ball Bearings | Ball | 01-002-000 |
IMG_5876|Ball Bearings | Flange | 01-005-000 |
IMG_5876|Ball Bearings | Pillow Block | 1-006-000 |
IMG_5876|Ball Bearings | Radial Taper | 1-007-000 |
IMG_5876|Ball Bearings | Needle & Cylindrical Roller | 1-008-000 |
IMG_5876|Ball Bearings | Thrust | 1-009-000 |
IMG_5876|Ball Bearings | Linear Bearings (Ball Bushings) | 1-010-000 |
IMG_5876|Ball Bearings | Spherical Bearing | 1-011-000 |
IMG_5876|Belts | Flat | 1-014-000 |
IMG_5876|Belts | Round | 1-014-500 |
IMG_5876|Belts | Timing | 1-015-000 |
IMG_5876|Belts |" ""V"" - A, B, C, D, & E Sections "| 1-016-000 |
IMG_5876|Belts | - 2L, 3L, 4L, & 5L Sections | 1-017-000 |
IMG_5876|Belts | - O | 1-018-000 |
IMG_5876|Belts | - Flat | 1-019-000 |
IMG_5876|Belts | - Veelos | 1-020-000 |
IMG_5876|Belts | Fasteners | 1-021-000 |
IMG_5876|Cam Follower | (see 01-123-000) | 01-022-000 |
IMG_5876|Bushings | Oil Impregnated - Plain Cylindrical | 1-024-000 |
IMG_5876|Bushings | Flange | 1-025-000 |
IMG_5876|Bushings | Thrust | 1-026-000 |
IMG_5876|Bushings | Plain Bronze - Cylindrical | 1-027-000 |
IMG_5876|Bushings | Misc - Nylon, Acetal, Du, Etc | 1-028-000 |
IMG_5876|Bumpers | | 01-127-000 |
IMG_5876|Bushings | Taper Lock | 1-032-000 |
IMG_5876|Chain | Roller - Solid Pin | 1-035-000 |
IMG_5876|Chain | - Hollow Pin | 1-037-000 |
IMG_5876|Chain | Block | 1-039-000 |
IMG_5876|Chain | Silent | 1-040-000 |
IMG_5876|Chain | Attachments & Misc. | 1-041-000 |
IMG_5876|Clamps | Cable | 1-045-000 |
IMG_5876|Clamps | Hose | 1-046-000 |
IMG_5876|Clamps | Pipe | 1-047-000 |
IMG_5876|Clamps | Misc. | 1-048-000 |
IMG_5877|Category | Subcategory | Part Number/ID
IMG_5877|Clutch/Brake | Mechanical Operated | 1-050-000
IMG_5877|Clutch/Brake | Electrical | 1-051-000
IMG_5877|Clutch/Brake | Air | 1-052-000
IMG_5877|Clutch/Brake | Misc. Parts | 1-053-000
IMG_5877|Code Daters/Printers/Labelers/Placers/Lazi | Hand Sealers - Tear Strip | 1-054-000
IMG_5877|Collars | Steel (One S.S.) | 1-055-000
IMG_5877|Collars | Stainless (One SS) | 1-056-000
IMG_5877|Collars | Steel Split | 1-057-000
IMG_5877|Collars | Stainless Split | 1-058-000
IMG_5877|Collars | Miscellaneous | 1-059-000
IMG_5877|Counters | Mechanical | 01-060-000
IMG_5877|Counters | Electrical | 01-061-000
IMG_5877|Counters | Position Indicators | 01-062-000
IMG_5877|Couplings | Flexible | 1-063-000
IMG_5877|Couplings | Rigid | 1-064-000
IMG_5877|Cups | Suction | 01-065-000
IMG_5877|Cylinders | Air | 1-066-000
IMG_5877|Cylinders | Hydraulic | 1-067-000
IMG_5877|Filters | Air (Combo Units) | 1-070-000
IMG_5877|Filters | Filters | 1-071-000
IMG_5877|Filters | Regulators & MTG Brackets | 1-072-000
IMG_5877|Filters | Lubricators | 1-073-000
IMG_5877|Fittings | Hose | 1-074-000
IMG_5877|Fittings | Tube | 1-075-000
IMG_5877|Fittings | Pipe | 1-076-000
IMG_5877|Fittings | Oil & Grease | 1-077-000
IMG_5877|Fittings | Compression | 1-078-000
IMG_5877|Fittings | Pipe - High Pressure & Special | 1-079-000
IMG_5877|Gauges | Pressure & Flow | 1-082-000
IMG_5877|Gauges | Vacuum | 1-083-000
IMG_5877|Gauges | Sight | 1-083-500
IMG_5878|Category | Subcategory | Part Number/ID
IMG_5878|Gears | Bevel & Miter | 1-035-000
IMG_5878|Gears | Helical | 1-036-000
IMG_5878|Gears | Spur | 1-037-000
IMG_5878|Gears | Worm & Worm Gear | 1-038-000
IMG_5878|Gear Drives | Right Angle Boxes | 1-039-000
IMG_5878|Handles/Latches | | 1-090-000
IMG_5878|Handwheels/Crank Handles | | 1-091-000
IMG_5878|Hinges | Butt | 1-092-000
IMG_5878|Hinges | Piano | 1-093-000
IMG_5878|Hinges | Misc. | 1-094-000
IMG_5878|Indicators | | 01-094-500
IMG_5878|Joints | Universal | 1-095-000
IMG_5878|Knobs | | 1-096-000
IMG_5878|Locks | Padlocks, Master | 1-097-000
IMG_5878|Magnets | | 1-098-000
IMG_5878|Mufflers | | 1-100-000
IMG_5878|Nipples | Hose (Hose Stems) | 1-101-000
IMG_5878|Nipples | Pipe | 1-102-000
IMG_5878|Nipples | Chase | 1-103-000
IMG_5878|Pads | Leveling | 1-104-000
IMG_5878|Pads | Tube Ends | 1-104-000
IMG_5879|Category | Subcategory | Part Number/ID
IMG_5879|Plunger | Spring, Detent Pins, Quick Release Pins | 1-108-000
IMG_5879|Pumps | Air/Vacuum/Compressors | 1-110-000
IMG_5879|Pumps | Liquid | 1-111-000
IMG_5879|Pulleys | Flat | 1-112-000
IMG_5879|Pulleys | Timing | 1-113-000
IMG_5879|Pulleys |" ""V"" "| 1-114-000
IMG_5879|Pulleys | Vari-Speed | 1-115-000
IMG_5879|Pulleys | UHMW-Polyethylene | 1-116-000
IMG_5879|Reducers | | 1-118-000
IMG_5879|Rings |" ""O"" "| 01-120-000
IMG_5879|Rings | Retaining | 01-121-000
IMG_5879|Rings | Wire (For Quick Releas Pins) | 01-121-900
IMG_5879|Rod Ends | | 1-122-000
IMG_5879|Rollers | Cam Followers | 01-123-000
IMG_5879|Rollers | Plain | 1-123-500
IMG_5879|Rolls | | 1-124-000
IMG_5879|Seals | Oil | 1-125-000
IMG_5879|Shims | | 1-126-000
IMG_5879|Shock Absorbers & Bumpers | | 1-127-000
IMG_5879|Signs | Safety (Decals, Etc.) | 01-130-000
IMG_5879|Signs | Name Plate | 01-131-000
IMG_5880|Category | Subcategory | Part Number/ID
IMG_5880|Spacers/Standoffs | Threaded | 1-131-500
IMG_5880|Springs | Compression | 1-132-000
IMG_5880|Springs | Tension | 1-133-000
IMG_5880|Springs | Torsion | 1-134-000
IMG_5880|Springs | Misc. (Gas Cyl. - Shock) | 1-135-000
IMG_5880|Sprockets | Roller Chain #25 | 1-136-000
IMG_5880|Sprockets | Roller Chain 35 | 1-137-000
IMG_5880|Sprockets | Roller Chain 40 | 1-138-000
IMG_5880|Sprockets | Roller Chain 50 | 1-139-000
IMG_5880|Sprockets | Roller Chain 60 | 1-140-000
IMG_5880|Sprockets | Idlers | 1-144-000
IMG_5880|Sprockets | Silent Chain | 1-145-000
IMG_5880|Studs | Plain | 1-146-000
IMG_5880|Studs | Threaded | 1-146-500
IMG_5880|Tunnels | | 1-147-000
IMG_5880|Valves | Solenoid | 1-148-000
IMG_5880|Valves | Needle & Flow Control | 1-149-000
IMG_5880|Valves | Manual | 1-150-000
IMG_5880|Vacuum Pumps/Generators | | 1-153-000
IMG_5880|Vibrators | | 1-154-000
IMG_5880|Wheels | Plain | 1-155-000
IMG_5880|Wheels | Rigid Mounted | 1-156-000
IMG_5880|Wheels | Caster Mounted | 1-157-000
IMG_5880|Wheels | Guide | 1-158-000
IMG_5880|Wrenches | | 1-160-000
IMG_5880|Yoke Ends | | 1-170-000
IMG_5880|Misc. Mechanical Drives | | 1-171-000
IMG_5880|Drive Tighteners & Idlers | | 1-175-000
IMG_5880|Plugs | Tubing | 1-180-000
IMG_5880|Knives & Anvils | | 1-198-000
IMG_5881|Category | BOM Number | Subcategory | Part Number/ID |
IMG_5881|HANDLES | 1-090-000 | KIPP-STANDARD ADJUSTABLE HANDLE STUD TYPE WITH 1/2-13 THREAD - 1.18 STUD LENGTH PART NO. HAS-.350 x 1/2-13 x 1.18 x 30° | 1-090-001 |
IMG_5881|HANDLES | 1-090-000 | SOUTHCO NO 24 ADJUSTABLE GRIP FLUSH LATCH STANDARD MODEL -RH CAT NO 24-10-101-10 | 1-090-002 |
IMG_5881|HANDLES | 1-090-000 | SOUTHCO NO 24 ADJUSTABLE GRIP FLUSH LATCH STANDARD MODEL -LH CAT NO 24-10-201-10 | 1-090-003 |
IMG_5881|HANDLES | 1-090-000 | WROUGHT STEEL -BLACK FINISH MC MASTER - CARR CAT'L. #1646A11 | 1-090-004 |
IMG_5881|HANDLES | 1-090-000 | KIPP/ELESA ADJUSTABLE HANDLE STUD TYPE WITH M8 THD. - 30 MM STUD LG. #2 SIZE, PART NO. 39152 (PMT SUPPLY INC.) | 1-090-005 |
IMG_5881|HANDLES | 1-090-000 | KIPP/ELESA ADJUSTABLE HANDLE WITH M6 TAP #2 SIZE, PART NO. 39011 (PMT SUPPLY INC.) | 1-090-006 |
IMG_5881|HANDLES | 1-090-000 | SOUTHCO SPRING LATCH - SERIES 19 BLACK KNOB, MTG. STYLE RIVET PART # ST-10-401-10 | 1-090-007 |
IMG_5881|HANDLES | 1-090-000 | KIPP/ELESA ADJUSTABLE HANDLE WITH M12 TAP #5 SIZE, PART NO. 39051 (PMT SUPPLY INC.) | 1-090-008 |
IMG_5881|HANDLES | 1-090-000 | SOUTHCO SPRING LATCH - SERIES 30 BLACK KNOB - TAPPED HOLES (4-40) PART # ST-30-403-10 | 1-090-009 |
IMG_5881|HANDLES | 1-090-000 | KIPP/ELESA ADJUSTABLE HANDLE WITH M10 TAP #4 SIZE, PART NO. 39041 (PMT SUPPLY INC.) | 1-090-010 |
IMG_5882|Category | BOM Number | Subcategory | Part Number/ID
IMG_5882|HANDLES/LATCHES | 1-090-000 |" LATCH: TOGGLE - DRAW PULL - ST. ST. 2"" PULL LENGTH MCMASTER # 1689A34 "| 1-090-011-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | REVOLVING HANDLE - REID HR-19 | 01-090-012-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | HANDLE - MCMASTER # 5745SK61 | 01-090-013-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | HANDLE - ADJUSTABLE REID # KHB-34 3/8-16 TAPPED INSERT | 01-090-014-7
IMG_5882|HANDLES/LATCHES | 1-090-000 |" HANDLE - ADJUSTABLE REID # KHB-62 5/16-18 x 1"" THREADED STEEL STUD "| 01-090-015-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | THREE WAY STANDARD CATCH-DULL CHROME MCMASTER # 1790A15 | 01-090-016-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | HANDLE-ADJUSTABLE REID # KHB-68 5/16-18 x 1.17 | 01-090-017-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | HANDLE - ADJUSTABLE - STUD TYPE M8 x 45 REID CAT NO KHD-54 | 01-090-018-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | HANDLE - ADJUSTABLE - TAPPED HOLE TYPE - M10 x 1.50 HANDLE LENGTH - 80MM REID CAT NO KHD-16 | 01-090-019-7
IMG_5882|HANDLES/LATCHES | 1-090-000 |" HANDLE - ADJUSTABLE - THREADED STUD TYPE 5/16-18 x 1.17""LG - REID CAT # KHA-126 "| 01-090-020-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | HANDLE - ADJUSTABLE - TAPPED HOLE TYPE - M8 x 1.25 80MM LG HANDLE - REID CAT # KHD-14 | 01-090-021-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | LATCH - CLAMP ST. ST. REID PART NO. TC-323-SS | 01-090-022-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | GRIP LATCH - STANDARD SLOTTED SCREW STYLE - GRIP RANGE 3/4 TO 1 1/8 MCMASTER NO. 1626A29 | 01-090-023-7
IMG_5882|HANDLES/LATCHES | 1-090-000 | TRIM PLATE . MCMASTER NO. 1626A45 | 01-090-024-7
IMG_5883|Category | BOM Number | Subcategory | Part Number/ID |
IMG_5883|HANDLES/LATCHES | | PAW LATCH - KNURLED GRIP RANGE 3/64 - 1/16 MCMASTER-CARR NO. 1997A41 | 01-090-025-7 |
IMG_5883|HANDLES/LATCHES | | SOUTHCO LIFT-AND TURN FLUSH LATCH 400 SERIES GRIP RANGE 9/16 - 11/8 POLISHED CHROME PART NO. 62-10-401-10 PURCH FROM THOMAS HARDWARE - Reading Tel. 1-800-228-3568 | 01-090-026-7 |
IMG_5883|HANDLES/LATCHES | |" HANDLE-ADJUSTABLE-REID #KHB-734 5/16-18 X 1"" THREADED STAINLESS STEEL STUD "| 01-090-027-7 |
IMG_5883|HANDLES/LATCHES | | CLAMPING LEVER - CHROME PL STEEL WITH BAKELITE BALL - REID #D4-20A | 01-090-028-7 |
IMG_5883|HANDLES/LATCHES | |" CRANK HANDLE - ALUMINUM CRANK W/ REVOLVING PLASTIC HANDLE 5/8"" BORE, 6"" OAL MCMASTER # 6473K78 "| 01-090-029-7 |
IMG_5883|HANDLES/LATCHES | | HANDLE-ADJUSTABLE-REID #KHB-742 5/16-18 X 2.3616 THREADED STAIN STEEL ST | 01-090-030-7 |
IMG_5883|HANDLES/LATCHES | | HANDLE 9/16 DIA. 3 1/2 C TO C S.S. #10-32 TAP REID VPH-232 | 01-090-031-7 |
IMG_5883|HANDLES/LATCHES | | HANDLE - ELESA CODE # 137313 VENDOR - NOLU | 01-090-032-7 |
IMG_5883|HANDLES/LATCHES | | SOUTHCO LIFT & TURN LATCH PART NO - 62-10-21 (376772) 5/16-18 X 1:12 LG THD. (FOUND IN STOCK ROOM) NO P.O. | 01-090-033-7 |
IMG_5883|HANDLES/LATCHES | | HANDLE-ADJUSTABLE-THREADED STUD TYPE 5/16-18 X .75 LG REID CAT# KHA-120 | 01-090-034-7 |
IMG_5884|Category | BOM Number | Subcategory | Part Number/ID
IMG_5884|HANDLES/LATCHES | 01-090-000 |" HANDLE - ADJUSTABLE - THR'D STUD TYPE 1/4-20 x 1.18""LG REID CAT# KHA-112 ESSENTRA - KHA 1184 "| 01-090-035-7
IMG_5884|HANDLES/LATCHES | 01-090-000 | HANDLE - ADJUSTABLE - THR'D STUD ALL 303 S.S. 5/16-18 REID KH2-68 | 01-090-036-7
IMG_5884|HANDLES/LATCHES | 01-090-000 | HANDLE - ADJUSTABLE - 3/8-16 TAP ALL 303 S.S. REID KH2-12 | 01-090-037-7
IMG_5884|HANDLES/LATCHES | 01-090-000 | HANDLE - ADJUSTABLE - 3/8-16 x 1.18 THR'D STUD REID # KHB-82 (OR EQUAL) | 01-090-038-7
IMG_5884|HANDLES/LATCHES | 01-090-000 |" DRAWER PULL - 3"" CENTERS - CHROME FINISH 18-32 MOUNTING SCREWS LIBERTY HARDWARE # P60486C-PC-C (#4700) AVAILABLE @ HOME DEPOT MCM. # 1568431 "| 01-090-039-7
IMG_5884|HANDLES/LATCHES | 01-090-000 | HOOD LATCH - STRAIGHT STYLE TYPE 304 STAINLESS STEEL MCMASTER # 1344A13 | 01-090-040-7
IMG_5884|HANDLES/LATCHES | 01-090-000 | HOOKING BRACKET (USE WITH 040) TYPE 304 STAINLESS STEEL MCMASTER # 1344A19 | 01-090-041-7
IMG_5884|HANDLES/LATCHES | 01-090-000 | PLASTIC PULL HANDLE 5/16-18 MOUNTING SCREWS - 4.61 CENTERS REID CAT # KH0-55 | 01-090-042-7
IMG_5884|HANDLES/LATCHES | 01-090-000 |" PLASTIC HEAVY DUTY HANDLE 5/16-18 TAPPED HOLES ON 5.12"" CENTERS VALUE GUIDE/NOLU PLASTICS CAT # VG-632-516 "| 01-090-043-7
IMG_5884|HANDLES/LATCHES | 01-090-000 |" PHENOLIC TAPERED HANDLE 7/8"" DIA x 2 9/64""LG WITH 5/16-18 BRASS INSERT MCMASTER # 57455K54 "| 01-090-044-7
IMG_5885|Category | BOM Number | Subcategory | Part Number/ID
IMG_5885|HANDLES/LATCHES | 01-090-000 |" VINYL GRIP FITS 5/8"" SHAFT OD - 4 7/8"" OAL - RED MCMASTER # 9706SK28 "| 01-090-045-7
IMG_5885|HANDLES/LATCHES | 01-090-000 | HANDLE - ADJUSTABLE - THRD STUD TYPE 3/8-16 x 2.36 LG STAIN ST. REID # KHT-52 | 01-090-046-7
IMG_5885|HANDLES/LATCHES | 01-090-000 | HANDLE - ADJUSTABLE - THR'D STUD 3/8-16 x 1.00 LG - ST.ST. REID # JCL-291 | 01-090-047-7
IMG_5885|HANDLES/LATCHES | 01-090-000 | HANDLE - ADJ. - THERMOPLASTIC HANDLE 5/16-18 x .75 ST.ST. STUD REID # JCL-252 | 01-090-048-7
IMG_5885|HANDLES/LATCHES | 01-090-000 | HANDLE - ADJ. - THERMOPLASTIC HANDLE 5/16-18 x 1.50 ST.ST. STUD REID # JCL-256 | 01-090-049-7
IMG_5885|HANDLES/LATCHES | 01-090-000 | HANDLE - ADJ. - THERMOPLASTIC HANDLE 5/16-18 x 1.00 ST.ST. STUD REID # JCL-253 = KHT-84 | 01-090-050-7
IMG_5885|HANDLES/LATCHES | 01-090-000 | PLASTIC STANDARD DUTY PULL HANDLE 1/4-20 TAPPED HOLES ON 4 1/8 CENTERS VALUE GUIDE (SOLUS) CAT # VG-681-14 BLACK | 01-090-051-7
IMG_5885|HANDLES/LATCHES | 01-090-000 |" HANDLE - ADJUSTABLE - ST.ST. STUD TYPE 3/8-16 x 1.57"" STUD ESSENTRACOMPONENTS CAT N° KHA-9856 PG66 "| 01-090-052-7
IMG_5885|HANDLES/LATCHES | 01-090-000 | HANDLE - ADJUSTABLE - THERMOPLASTIC HANDLE 1/4-20 x .78 ST. STUD AND INSERT MONROE # MAL8100 | 01-90-053-7
IMG_5886|Category | BOM Number | Subcategory | Part Number/ID |
IMG_5886|HANDLES | | ADJUSTABLE - 3/8-16 x 1 3/16 MCMASTER # 6205K23 | 01-090-0547 |
IMG_5887|Category | BOM Number | Subcategory | Part Number/ID |
IMG_5887|HAND WHEEL | 1-091-000 |" ALUM. SPOKED HAND WHEEL DISHED TYPE 4"" O.D. WITH HANDLE MCMASTER # 6022K24 "| 1-091-001 |
IMG_5887|HAND WHEEL | 1-091-000 | ALUM HAND WHEEL-MODIFIED 1/2 BORE & M6-1.0 TAP ALTER 1-091-001 | 1-091-002 |
IMG_5887|HAND WHEEL | 1-091-000 | HANDWHEEL-DIAL POSITION INDICATOR SIKO NO. HST81-SSON-501-2-OG WITH 3/8 BORE | 01-091-003-1 |
IMG_5887|HAND WHEEL | 1-091-000 |" SIKO HANDWHEEL-DIAL POSITION INDICATOR SIKO NO. HK10 B-SSON-301-2 MG WITH 1/2"" BORE & SET SCREW "| 01-091-004-1 |
IMG_5887|HAND WHEEL | 1-091-000 |" SIKO HANDWHEEL-DIAL POSITION INDICATOR SIKO NO. HST 31-SSON-201-2-OG WITH 3/8"" BORE & SET SCREW "| 01-091-005-1 |
IMG_5887|HAND WHEEL | 1-091-000 | KIPP/ELESA ALUMINIUM HANDWHEEL WITH REVOLVING HANDLE / SEE PART NO. 30904 3.94 O.D. x 1/2 BORE / FOR MODIFICATION | 01-091-006-1 |
IMG_5887|HAND WHEEL | 1-091-000 | KIPP/ELESA ALUMINUM HANDWHEEL WITHOUT HANDLE PART NO. 30916 5.51 O.D. x .625 BORE | 01-091-007-1 |
